scope,function,lipid_class,id,mz,fragment_type,evidence_role,scoring_eligible,diagnostic_strength,gate_eligible,classification_status,classification_source,eligibility_reason,lcb_identity,scoring_pool,fragment_name,theoretical_mz,selected_evidence_label,all_evidence_types,evidence_annotations
synthetic_only,PI_cer,PI-Cer,PI-Cer(d34:1)-C6H10O5,1337.9472,NL,diagnostic_nl,True,diagnostic,True,classified,generator:PI_cer,unhydrated class-specific loss,,,PI-Cer(d34:1)-C6H10O5,1337.9472,PI-Cer(d34:1)-C6H10O5,NL,"[{""fragment_name"": ""PI-Cer(d34:1)-C6H10O5"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:PI_cer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,PG_cer,PG-Cer,[C3H8O3+H]+,93.0546,common,supporting,True,supporting,False,classified,generator:PG_cer,existing discrete rule,,support,[C3H8O3+H]+,93.0546,[C3H8O3+H]+,common,"[{""fragment_name"": ""[C3H8O3+H]+"", ""fragment_type"": ""common"", ""evidence_role"": ""supporting"", ""scoring_eligible"": true, ""diagnostic_strength"": ""supporting"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:PG_cer"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,PG_cer,PG-Cer,[phosphoglycerol+H]+,173.0137,HG,class_diagnostic,True,diagnostic,True,classified,generator:PG_cer,existing discrete rule,,primary,[phosphoglycerol+H]+,173.0137,[phosphoglycerol+H]+,HG,"[{""fragment_name"": ""[phosphoglycerol+H]+"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:PG_cer"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,PG_cer,PG-Cer,PG-Cer(d34:1)-phosphoglycerol,1327.9863,NL,diagnostic_nl,True,diagnostic,True,classified,generator:PG_cer,unhydrated class-specific loss,,,PG-Cer(d34:1)-phosphoglycerol,1327.9863,PG-Cer(d34:1)-phosphoglycerol,NL,"[{""fragment_name"": ""PG-Cer(d34:1)-phosphoglycerol"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:PG_cer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,PG_cer,PG-Cer,PG-Cer(d34:1)-C3H8O3,1407.9527,NL,supporting_nl,True,informative,False,classified,generator:PG_cer,unhydrated class-specific loss,,support,PG-Cer(d34:1)-C3H8O3,1407.9527,PG-Cer(d34:1)-C3H8O3,NL,"[{""fragment_name"": ""PG-Cer(d34:1)-C3H8O3"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:PG_cer"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,CAEP,CAEP,[C2H8NO3P+H]+,126.0315,HG,class_diagnostic,True,diagnostic,True,classified,generator:CAEP,existing discrete rule,,primary,[C2H8NO3P+H]+,126.0315,[C2H8NO3P+H]+,HG,"[{""fragment_name"": ""[C2H8NO3P+H]+"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:CAEP"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,CAEP,CAEP,CAEP(d34:1)-C2H8NO3P,1374.9758,NL,diagnostic_nl,True,diagnostic,True,classified,generator:CAEP,unhydrated class-specific loss,,,CAEP(d34:1)-C2H8NO3P,1374.9758,CAEP(d34:1)-C2H8NO3P,NL,"[{""fragment_name"": ""CAEP(d34:1)-C2H8NO3P"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:CAEP"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,N_CAEP,N-CAEP,[C3H10NO3P+H]+],140.0471,HG,class_diagnostic,True,diagnostic,True,classified,generator:N_CAEP,existing discrete rule,,primary,[C3H10NO3P+H]+],140.0471,[C3H10NO3P+H]+],HG,"[{""fragment_name"": ""[C3H10NO3P+H]+]"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:N_CAEP"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,N_CAEP,N-CAEP,N-CAEP(d34:1)-C3H10NO3P,1360.9602,NL,diagnostic_nl,True,diagnostic,True,classified,generator:N_CAEP,unhydrated class-specific loss,,,N-CAEP(d34:1)-C3H10NO3P,1360.9602,N-CAEP(d34:1)-C3H10NO3P,NL,"[{""fragment_name"": ""N-CAEP(d34:1)-C3H10NO3P"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:N_CAEP"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,CerP,Cer1P,H4PO4,98.984,HG,class_diagnostic,True,diagnostic,True,classified,generator:CerP,existing discrete rule,,primary,H4PO4,98.984,H4PO4,HG,"[{""fragment_name"": ""H4PO4"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:CerP"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,CerP,Cer1P,Cer1P(d34:1)-H2O-H3PO4,1384.0124999999998,NL,diagnostic_nl,False,diagnostic,False,classified,generator:CerP,water satellite; explanation only,,,Cer1P(d34:1)-H2O-H3PO4,1384.0124999999998,Cer1P(d34:1)-H2O-H3PO4,NL,"[{""fragment_name"": ""Cer1P(d34:1)-H2O-H3PO4"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:CerP"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,CerP,Cer1P,Cer1P(d34:1)-H3PO4,1402.0230999999999,NL,diagnostic_nl,True,diagnostic,True,classified,generator:CerP,unhydrated class-specific loss,,,Cer1P(d34:1)-H3PO4,1402.0230999999999,Cer1P(d34:1)-H3PO4,NL,"[{""fragment_name"": ""Cer1P(d34:1)-H3PO4"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:CerP"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,S1P,S1P,H4PO4,98.984,HG,class_diagnostic,True,diagnostic,True,classified,generator:S1P,existing discrete rule,,,H4PO4,98.984,H4PO4,HG,"[{""fragment_name"": ""H4PO4"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:S1P"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,S1P,S1P,S1P(d34:1)-H2O-H3PO4,1384.0124999999998,NL,diagnostic_nl,False,diagnostic,False,classified,generator:S1P,water satellite; explanation only,,,S1P(d34:1)-H2O-H3PO4,1384.0124999999998,S1P(d34:1)-H2O-H3PO4,NL,"[{""fragment_name"": ""S1P(d34:1)-H2O-H3PO4"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:S1P"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
synthetic_only,S1P,S1P,S1P(d34:1)-H3PO4,1402.0230999999999,NL,diagnostic_nl,True,diagnostic,True,classified,generator:S1P,unhydrated class-specific loss,,,S1P(d34:1)-H3PO4,1402.0230999999999,S1P(d34:1)-H3PO4,NL,"[{""fragment_name"": ""S1P(d34:1)-H3PO4"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:S1P"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_SM,Lyso-SM,[phosphocholine-H3PO4+H]+,86.0964,common,supporting,True,supporting,False,classified,generator:Lyso_SM,existing discrete rule,,support,[phosphocholine-H3PO4+H]+,86.0964,[phosphocholine-H3PO4+H]+,common,"[{""fragment_name"": ""[phosphocholine-H3PO4+H]+"", ""fragment_type"": ""common"", ""evidence_role"": ""supporting"", ""scoring_eligible"": true, ""diagnostic_strength"": ""supporting"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_SM"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_SM,Lyso-SM,[phosphocholine+H]+,184.0733,HG,class_diagnostic,True,diagnostic,True,classified,generator:Lyso_SM,existing discrete rule,,,[phosphocholine+H]+,184.0733,[phosphocholine+H]+,HG,"[{""fragment_name"": ""[phosphocholine+H]+"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_SM"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_SM,Lyso-SM,Lyso-SM(d34:1)-C5H14NO4P,1316.934,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Lyso_SM,unhydrated class-specific loss,,,Lyso-SM(d34:1)-C5H14NO4P,1316.934,Lyso-SM(d34:1)-C5H14NO4P,NL,"[{""fragment_name"": ""Lyso-SM(d34:1)-C5H14NO4P"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_SM"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_SM,Lyso-SM,Lyso-SM(d34:1)-C3H9N,1440.9265,NL,supporting_nl,True,informative,False,classified,generator:Lyso_SM,unhydrated class-specific loss,,support,Lyso-SM(d34:1)-C3H9N,1440.9265,Lyso-SM(d34:1)-C3H9N,NL,"[{""fragment_name"": ""Lyso-SM(d34:1)-C3H9N"", ""fragment_type"": ""NL"", ""evidence_role"": ""supporting_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""informative"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_SM"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_sulfo,Lyso-sulfo,[HSO4+H]+,97.9672,HG,class_diagnostic,True,diagnostic,True,classified,generator:Lyso_sulfo,existing discrete rule,,,[HSO4+H]+,97.9672,[HSO4+H]+,HG,"[{""fragment_name"": ""[HSO4+H]+"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_sulfo"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_sulfo,Lyso-sulfo,Lyso-sulfo(d34:1)-C6H10O8S,1257.9904,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Lyso_sulfo,unhydrated class-specific loss,,,Lyso-sulfo(d34:1)-C6H10O8S,1257.9904,Lyso-sulfo(d34:1)-C6H10O8S,NL,"[{""fragment_name"": ""Lyso-sulfo(d34:1)-C6H10O8S"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_sulfo"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,Lyso_sulfo,Lyso-sulfo,Lyso-sulfo(d34:1)-SO3,1420.0432,NL,diagnostic_nl,True,diagnostic,True,classified,generator:Lyso_sulfo,unhydrated class-specific loss,,,Lyso-sulfo(d34:1)-SO3,1420.0432,Lyso-sulfo(d34:1)-SO3,NL,"[{""fragment_name"": ""Lyso-sulfo(d34:1)-SO3"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:Lyso_sulfo"", ""eligibility_reason"": ""unhydrated class-specific loss"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,NeuAc+H-H2O,274.09,HG,class_diagnostic,True,diagnostic,True,classified,generator:GSL_fragments,existing discrete rule,,primary,NeuAc+H-H2O,274.09,NeuAc+H-H2O,HG,"[{""fragment_name"": ""NeuAc+H-H2O"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,NeuAc+H,292.1,HG,class_diagnostic,True,diagnostic,True,classified,generator:GSL_fragments,existing discrete rule,,primary,NeuAc+H,292.1,NeuAc+H,HG,"[{""fragment_name"": ""NeuAc+H"", ""fragment_type"": ""HG"", ""evidence_role"": ""class_diagnostic"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""existing discrete rule"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []]-H2O,866.7938,NL,diagnostic_nl,False,diagnostic,False,classified,generator:GSL_fragments,glycan explanation; representative set unspecified or satellite,,,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []]-H2O,866.7938,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []]-H2O,NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []]-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""glycan explanation; representative set unspecified or satellite"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []],884.8044,NL,diagnostic_nl,True,diagnostic,True,classified,generator:GSL_fragments,first/complete unhydrated glycan loss,,,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []],884.8044,GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []],NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc-Gal-Glc [main 3; removed branches []; retained branches []]"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""first/complete unhydrated glycan loss"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []]-H2O,1028.8465999999999,NL,diagnostic_nl,False,diagnostic,False,classified,generator:GSL_fragments,glycan explanation; representative set unspecified or satellite,,,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []]-H2O,1028.8465999999999,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []]-H2O,NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []]-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""glycan explanation; representative set unspecified or satellite"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []],1046.8572,NL,diagnostic_nl,False,diagnostic,False,classified,generator:GSL_fragments,glycan explanation; representative set unspecified or satellite,,,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []],1046.8572,GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []],NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc-Gal [main 2; removed branches []; retained branches []]"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""glycan explanation; representative set unspecified or satellite"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []]-H2O,1190.8994,NL,diagnostic_nl,False,diagnostic,False,classified,generator:GSL_fragments,glycan explanation; representative set unspecified or satellite,,,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []]-H2O,1190.8994,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []]-H2O,NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []]-H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""glycan explanation; representative set unspecified or satellite"", ""lcb_identity"": """"}]"
synthetic_only,GSL_fragments,GM3,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []],1208.91,NL,diagnostic_nl,True,diagnostic,True,classified,generator:GSL_fragments,first/complete unhydrated glycan loss,,,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []],1208.91,GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []],NL,"[{""fragment_name"": ""GM3(d34:1)-NeuAc [main 1; removed branches []; retained branches []]"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": true, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": true, ""classification_status"": ""classified"", ""classification_source"": ""generator:GSL_fragments"", ""eligibility_reason"": ""first/complete unhydrated glycan loss"", ""lcb_identity"": """"}]"
synthetic_only,Glu_So,Glu-So,Glu-So(d34:1)-C6H10O5H2O,1319.9366,NL,diagnostic_nl,False,diagnostic,False,classified,generator:Glu_So,water satellite; explanation only,,,Glu-So(d34:1)-C6H10O5H2O,1319.9366,Glu-So(d34:1)-C6H10O5H2O,NL,"[{""fragment_name"": ""Glu-So(d34:1)-C6H10O5H2O"", ""fragment_type"": ""NL"", ""evidence_role"": ""diagnostic_nl"", ""scoring_eligible"": false, ""diagnostic_strength"": ""diagnostic"", ""gate_eligible"": false, ""classification_status"": ""classified"", ""classification_source"": ""generator:Glu_So"", ""eligibility_reason"": ""water satellite; explanation only"", ""lcb_identity"": """"}]"
